OrderID;OrderDate;OrderRequiredDate;OrderShippedDate;OrderShipVia;OrderFreight;OrderShipName;OrderShipAddress;OrderShipCity;OrderShipRegion;OrderShipPostalCode;OrderShipCountry;CustomerID;CustCompanyName;CustContactName;CustContactTitle;CustAddress;CustCity;CustRegion;CustPostalCode;CustCountry;CustPhone;CustFax;EmployeeID;EmployeeLastName;EmployeeFirstName;EmployeeTitle;EmployeeTitleOfCourtesy;EmployeeBirthDate;EmployeeHireDate;EmployeeAddress;EmployeeCity;EmployeeRegion;EmployeePostalCode;EmployeeCountry;EmployeeHomePhone;EmployeeExtension;EmployeeNotes;EmployeeReportsTo;UnitPrice;Quantity;Discount;ProductID;ProductName;ProductSupplierID;ProductQuantityPerUnit;ProductUnitPrice;ProductUnitsInStock;ProductUnitsOnOrder;ProductReorderLevel;ProductDiscontinued;SupplierID;SupplierCompanyName;SupplierContactName;SupplierContactTitle;SupplierAddress;SupplierCity;SupplierRegion;SupplierPostalCode;SupplierCountry;SupplierPhone;SupplierFax;CategoryID;CategoryName;Description
10571;17-06-2020;29-07-2020;04-07-2020;3;26,06;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;ERNSH;Ernst Handel;Roland Mendel;Sales Manager;Kirchgasse 6;Graz;;8010;Austria;7675-3425;7675-3426;8;Callahan;Laura;Inside Sales Coordinator;Ms.;09-01-1958;05-03-1994;4726 - 11th Ave. N.E.;Seattle;WA;98105;USA;(206) 555-1189;2344;Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.;2;14;28;0,15;42;Singaporean Hokkien Fried Mee;20;32 - 1 kg pkgs.;14;26;0;0;VERDADERO;20;Leka Trading;Chandra Leka;Owner;471 Serangoon Loop, Suite #402;Singapore;;512;Singapore;555-8787;;5;Grains/Cereals;Breads, crackers, pasta, and cereal
10572;18-06-2020;16-07-2020;25-06-2020;2;116,43;Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;BERGS;Berglunds snabbk�p;Christina Berglund;Order Administrator;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;0921-12 34 65;0921-12 34 67;3;Leverling;Janet;Sales Representative;Ms.;30-08-1963;01-04-1992;722 Moss Bay Blvd.;Kirkland;WA;98033;USA;(206) 555-3412;3355;Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.;2;17,45;12;0,1;16;Pavlova;7;32 - 500 g boxes;17,45;29;0;10;FALSO;7;Pavlova, Ltd.;Ian Devling;Marketing Manager;74 Rose St. Moonie Ponds;Melbourne;Victoria;3058;Australia;(03) 444-2343;(03) 444-6588;3;Confections;Desserts, candies, and sweet breads
10572;18-06-2020;16-07-2020;25-06-2020;2;116,43;Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;BERGS;Berglunds snabbk�p;Christina Berglund;Order Administrator;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;0921-12 34 65;0921-12 34 67;3;Leverling;Janet;Sales Representative;Ms.;30-08-1963;01-04-1992;722 Moss Bay Blvd.;Kirkland;WA;98033;USA;(206) 555-3412;3355;Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.;2;32;10;0,1;32;Mascarpone Fabioli;14;24 - 200 g pkgs.;32;9;40;25;FALSO;14;Formaggi Fortini s.r.l.;Elio Rossi;Sales Representative;Viale Dante, 75;Ravenna;;48100;Italy;(0544) 60323;(0544) 60603;4;Dairy Products;Cheeses
10572;18-06-2020;16-07-2020;25-06-2020;2;116,43;Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;BERGS;Berglunds snabbk�p;Christina Berglund;Order Administrator;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;0921-12 34 65;0921-12 34 67;3;Leverling;Janet;Sales Representative;Ms.;30-08-1963;01-04-1992;722 Moss Bay Blvd.;Kirkland;WA;98033;USA;(206) 555-3412;3355;Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.;2;18,4;50;0;40;Boston Crab Meat;19;24 - 4 oz tins;18,4;123;0;30;FALSO;19;New England Seafood Cannery;Robb Merchant;Wholesale Account Agent;Order Processing Dept. 2100 Paul Revere Blvd.;Boston;MA;2134;USA;(617) 555-3267;(617) 555-3389;8;Seafood;Seaweed and fish
10572;18-06-2020;16-07-2020;25-06-2020;2;116,43;Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;BERGS;Berglunds snabbk�p;Christina Berglund;Order Administrator;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;0921-12 34 65;0921-12 34 67;3;Leverling;Janet;Sales Representative;Ms.;30-08-1963;01-04-1992;722 Moss Bay Blvd.;Kirkland;WA;98033;USA;(206) 555-3412;3355;Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.;2;7,75;15;0,1;75;Rh�nbr�u Klosterbier;12;24 - 0.5 l bottles;7,75;125;0;25;FALSO;12;Plutzer Lebensmittelgro�m�rkte AG;Martin Bein;International Marketing Mgr.;Bogenallee 51;Frankfurt;;60439;Germany;(069) 992755;;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10573;19-06-2020;17-07-2020;20-06-2020;3;84,84;Antonio Moreno Taquer�a;Mataderos  2312;M�xico D.F.;;5023;Mexico;ANTON;Antonio Moreno Taquer�a;Antonio Moreno;Owner;Mataderos  2312;M�xico D.F.;;5023;Mexico;(5) 555-3932;;7;King;Robert;Sales Representative;Mr.;29-05-1960;02-01-1994;Edgeham HollowWinchester Way;London;;RG1 9SP;UK;(71) 555-5598;465;"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan in 1992, the year he joined the company.  After completing a course entitled ""Selling in Europe,"" he was transferred to the London office in March 1993.";5;39;18;0;17;Alice Mutton;7;20 - 1 kg tins;39;0;0;0;VERDADERO;7;Pavlova, Ltd.;Ian Devling;Marketing Manager;74 Rose St. Moonie Ponds;Melbourne;Victoria;3058;Australia;(03) 444-2343;(03) 444-6588;6;Meat/Poultry;Prepared meats
10573;19-06-2020;17-07-2020;20-06-2020;3;84,84;Antonio Moreno Taquer�a;Mataderos  2312;M�xico D.F.;;5023;Mexico;ANTON;Antonio Moreno Taquer�a;Antonio Moreno;Owner;Mataderos  2312;M�xico D.F.;;5023;Mexico;(5) 555-3932;;7;King;Robert;Sales Representative;Mr.;29-05-1960;02-01-1994;Edgeham HollowWinchester Way;London;;RG1 9SP;UK;(71) 555-5598;465;"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan in 1992, the year he joined the company.  After completing a course entitled ""Selling in Europe,"" he was transferred to the London office in March 1993.";5;14;40;0;34;Sasquatch Ale;16;24 - 12 oz bottles;14;111;0;15;FALSO;16;Bigfoot Breweries;Cheryl Saylor;Regional Account Rep.;3400 - 8th Avenue Suite 210;Bend;OR;97101;USA;(503) 555-9931;;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10573;19-06-2020;17-07-2020;20-06-2020;3;84,84;Antonio Moreno Taquer�a;Mataderos  2312;M�xico D.F.;;5023;Mexico;ANTON;Antonio Moreno Taquer�a;Antonio Moreno;Owner;Mataderos  2312;M�xico D.F.;;5023;Mexico;(5) 555-3932;;7;King;Robert;Sales Representative;Mr.;29-05-1960;02-01-1994;Edgeham HollowWinchester Way;London;;RG1 9SP;UK;(71) 555-5598;465;"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan in 1992, the year he joined the company.  After completing a course entitled ""Selling in Europe,"" he was transferred to the London office in March 1993.";5;32,8;25;0;53;Perth Pasties;24;48 pieces;32,8;0;0;0;VERDADERO;24;G'day, Mate;Wendy Mackenzie;Sales Representative;170 Prince Edward Parade Hunter's Hill;Sydney;NSW;2042;Australia;(02) 555-5914;(02) 555-4873;6;Meat/Poultry;Prepared meats
10574;19-06-2020;17-07-2020;30-06-2020;2;37,6;Trail's Head Gourmet Provisioners;722 DaVinci Blvd.;Kirkland;WA;98034;USA;TRAIH;Trail's Head Gourmet Provisioners;Helvetius Nagy;Sales Associate;722 DaVinci Blvd.;Kirkland;WA;98034;USA;(206) 555-8257;(206) 555-2174;4;Peacock;Margaret;Sales Representative;Mrs.;19-09-1937;03-05-1993;4110 Old Redmond Rd.;Redmond;WA;98052;USA;(206) 555-8122;5176;Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.;2;2,5;14;0;33;Geitost;15;500 g;2,5;112;0;20;FALSO;15;Norske Meierier;Beate Vileid;Marketing Manager;Hatlevegen 5;Sandvika;;1320;Norway;(0)2-953010;;4;Dairy Products;Cheeses
10574;19-06-2020;17-07-2020;30-06-2020;2;37,6;Trail's Head Gourmet Provisioners;722 DaVinci Blvd.;Kirkland;WA;98034;USA;TRAIH;Trail's Head Gourmet Provisioners;Helvetius Nagy;Sales Associate;722 DaVinci Blvd.;Kirkland;WA;98034;USA;(206) 555-8257;(206) 555-2174;4;Peacock;Margaret;Sales Representative;Mrs.;19-09-1937;03-05-1993;4110 Old Redmond Rd.;Redmond;WA;98052;USA;(206) 555-8122;5176;Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.;2;18,4;2;0;40;Boston Crab Meat;19;24 - 4 oz tins;18,4;123;0;30;FALSO;19;New England Seafood Cannery;Robb Merchant;Wholesale Account Agent;Order Processing Dept. 2100 Paul Revere Blvd.;Boston;MA;2134;USA;(617) 555-3267;(617) 555-3389;8;Seafood;Seaweed and fish
10574;19-06-2020;17-07-2020;30-06-2020;2;37,6;Trail's Head Gourmet Provisioners;722 DaVinci Blvd.;Kirkland;WA;98034;USA;TRAIH;Trail's Head Gourmet Provisioners;Helvetius Nagy;Sales Associate;722 DaVinci Blvd.;Kirkland;WA;98034;USA;(206) 555-8257;(206) 555-2174;4;Peacock;Margaret;Sales Representative;Mrs.;19-09-1937;03-05-1993;4110 Old Redmond Rd.;Redmond;WA;98052;USA;(206) 555-8122;5176;Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.;2;49,3;10;0;62;Tarte au sucre;29;48 pies;49,3;17;0;0;FALSO;29;For�ts d'�rables;Chantal Goulet;Accounting Manager;148 rue Chasseur;Ste-Hyacinthe;Qu�bec;J2S 7S8;Canada;(514) 555-2955;(514) 555-2921;3;Confections;Desserts, candies, and sweet breads
10574;19-06-2020;17-07-2020;30-06-2020;2;37,6;Trail's Head Gourmet Provisioners;722 DaVinci Blvd.;Kirkland;WA;98034;USA;TRAIH;Trail's Head Gourmet Provisioners;Helvetius Nagy;Sales Associate;722 DaVinci Blvd.;Kirkland;WA;98034;USA;(206) 555-8257;(206) 555-2174;4;Peacock;Margaret;Sales Representative;Mrs.;19-09-1937;03-05-1993;4110 Old Redmond Rd.;Redmond;WA;98052;USA;(206) 555-8122;5176;Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.;2;33,25;6;0;64;Wimmers gute Semmelkn�del;12;20 bags x 4 pieces;33,25;22;80;30;FALSO;12;Plutzer Lebensmittelgro�m�rkte AG;Martin Bein;International Marketing Mgr.;Bogenallee 51;Frankfurt;;60439;Germany;(069) 992755;;5;Grains/Cereals;Breads, crackers, pasta, and cereal
10575;20-06-2020;04-07-2020;30-06-2020;1;127,34;Morgenstern Gesundkost;Heerstr. 22;Leipzig;;4179;Germany;MORGK;Morgenstern Gesundkost;Alexander Feuer;Marketing Assistant;Heerstr. 22;Leipzig;;4179;Germany;0342-023176;;5;Buchanan;Steven;Sales Manager;Mr.;04-03-1955;17-10-1993;14 Garrett Hill;London;;SW1 8JR;UK;(71) 555-4848;3453;"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree in 1976.  Upon joining the company as a sales representative in 1992, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London.  He was promoted to sales manager in March 1993.  Mr. Buchanan has completed the courses ""Successful Telemarketing"" and ""International Sales Management.""  He is fluent in French.";2;55;12;0;59;Raclette Courdavault;28;5 kg pkg.;55;79;0;0;FALSO;28;Gai p�turage;Eliane Noz;Sales Representative;Bat. B 3, rue des Alpes;Annecy;;74000;France;38.76.98.06;38.76.98.58;4;Dairy Products;Cheeses
10575;20-06-2020;04-07-2020;30-06-2020;1;127,34;Morgenstern Gesundkost;Heerstr. 22;Leipzig;;4179;Germany;MORGK;Morgenstern Gesundkost;Alexander Feuer;Marketing Assistant;Heerstr. 22;Leipzig;;4179;Germany;0342-023176;;5;Buchanan;Steven;Sales Manager;Mr.;04-03-1955;17-10-1993;14 Garrett Hill;London;;SW1 8JR;UK;(71) 555-4848;3453;"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree in 1976.  Upon joining the company as a sales representative in 1992, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London.  He was promoted to sales manager in March 1993.  Mr. Buchanan has completed the courses ""Successful Telemarketing"" and ""International Sales Management.""  He is fluent in French.";2;43,9;6;0;63;Vegie-spread;7;15 - 625 g jars;43,9;24;0;5;FALSO;7;Pavlova, Ltd.;Ian Devling;Marketing Manager;74 Rose St. Moonie Ponds;Melbourne;Victoria;3058;Australia;(03) 444-2343;(03) 444-6588;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
10575;20-06-2020;04-07-2020;30-06-2020;1;127,34;Morgenstern Gesundkost;Heerstr. 22;Leipzig;;4179;Germany;MORGK;Morgenstern Gesundkost;Alexander Feuer;Marketing Assistant;Heerstr. 22;Leipzig;;4179;Germany;0342-023176;;5;Buchanan;Steven;Sales Manager;Mr.;04-03-1955;17-10-1993;14 Garrett Hill;London;;SW1 8JR;UK;(71) 555-4848;3453;"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree in 1976.  Upon joining the company as a sales representative in 1992, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London.  He was promoted to sales manager in March 1993.  Mr. Buchanan has completed the courses ""Successful Telemarketing"" and ""International Sales Management.""  He is fluent in French.";2;34,8;30;0;72;Mozzarella di Giovanni;14;24 - 200 g pkgs.;34,8;14;0;0;FALSO;14;Formaggi Fortini s.r.l.;Elio Rossi;Sales Representative;Viale Dante, 75;Ravenna;;48100;Italy;(0544) 60323;(0544) 60603;4;Dairy Products;Cheeses
10575;20-06-2020;04-07-2020;30-06-2020;1;127,34;Morgenstern Gesundkost;Heerstr. 22;Leipzig;;4179;Germany;MORGK;Morgenstern Gesundkost;Alexander Feuer;Marketing Assistant;Heerstr. 22;Leipzig;;4179;Germany;0342-023176;;5;Buchanan;Steven;Sales Manager;Mr.;04-03-1955;17-10-1993;14 Garrett Hill;London;;SW1 8JR;UK;(71) 555-4848;3453;"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree in 1976.  Upon joining the company as a sales representative in 1992, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London.  He was promoted to sales manager in March 1993.  Mr. Buchanan has completed the courses ""Successful Telemarketing"" and ""International Sales Management.""  He is fluent in French.";2;18;10;0;76;Lakkalik��ri;23;500 ml;18;57;0;20;FALSO;23;Karkki Oy;Anne Heikkonen;Product Manager;Valtakatu 12;Lappeenranta;;53120;Finland;(953) 10956;;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10576;23-06-2020;07-07-2020;30-06-2020;3;18,56;Tortuga Restaurante;Avda. Azteca 123;M�xico D.F.;;5033;Mexico;TORTU;Tortuga Restaurante;Miguel Angel Paolino;Owner;Avda. Azteca 123;M�xico D.F.;;5033;Mexico;(5) 555-2933;;3;Leverling;Janet;Sales Representative;Ms.;30-08-1963;01-04-1992;722 Moss Bay Blvd.;Kirkland;WA;98033;USA;(206) 555-3412;3355;Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.;2;18;10;0;1;Chai;1;10 boxes x 20 bags;18;39;0;10;FALSO;1;Exotic Liquids;Charlotte Cooper;Purchasing Manager;49 Gilbert St.;London;;EC1 4SD;UK;(171) 555-2222;;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10576;23-06-2020;07-07-2020;30-06-2020;3;18,56;Tortuga Restaurante;Avda. Azteca 123;M�xico D.F.;;5033;Mexico;TORTU;Tortuga Restaurante;Miguel Angel Paolino;Owner;Avda. Azteca 123;M�xico D.F.;;5033;Mexico;(5) 555-2933;;3;Leverling;Janet;Sales Representative;Ms.;30-08-1963;01-04-1992;722 Moss Bay Blvd.;Kirkland;WA;98033;USA;(206) 555-3412;3355;Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.;2;12,5;20;0;31;Gorgonzola Telino;14;12 - 100 g pkgs;12,5;0;70;20;FALSO;14;Formaggi Fortini s.r.l.;Elio Rossi;Sales Representative;Viale Dante, 75;Ravenna;;48100;Italy;(0544) 60323;(0544) 60603;4;Dairy Products;Cheeses
10576;23-06-2020;07-07-2020;30-06-2020;3;18,56;Tortuga Restaurante;Avda. Azteca 123;M�xico D.F.;;5033;Mexico;TORTU;Tortuga Restaurante;Miguel Angel Paolino;Owner;Avda. Azteca 123;M�xico D.F.;;5033;Mexico;(5) 555-2933;;3;Leverling;Janet;Sales Representative;Ms.;30-08-1963;01-04-1992;722 Moss Bay Blvd.;Kirkland;WA;98033;USA;(206) 555-3412;3355;Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.;2;19,45;21;0;44;Gula Malacca;20;20 - 2 kg bags;19,45;27;0;15;FALSO;20;Leka Trading;Chandra Leka;Owner;471 Serangoon Loop, Suite #402;Singapore;;512;Singapore;555-8787;;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
10577;23-06-2020;04-08-2020;30-06-2020;2;25,41;Trail's Head Gourmet Provisioners;722 DaVinci Blvd.;Kirkland;WA;98034;USA;TRAIH;Trail's Head Gourmet Provisioners;Helvetius Nagy;Sales Associate;722 DaVinci Blvd.;Kirkland;WA;98034;USA;(206) 555-8257;(206) 555-2174;9;Dodsworth;Anne;Sales Representative;Ms.;27-01-1966;15-11-1994;7 Houndstooth Rd.;London;;WG2 7LT;UK;(71) 555-4444;452;Anne has a BA degree in English from St. Lawrence College.  She is fluent in French and German.;5;18;10;0;39;Chartreuse verte;18;750 cc per bottle;18;69;0;5;FALSO;18;Aux joyeux eccl�siastiques;Guyl�ne Nodier;Sales Manager;203, Rue des Francs-Bourgeois;Paris;;75004;France;(1) 03.83.00.68;(1) 03.83.00.62;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10577;23-06-2020;04-08-2020;30-06-2020;2;25,41;Trail's Head Gourmet Provisioners;722 DaVinci Blvd.;Kirkland;WA;98034;USA;TRAIH;Trail's Head Gourmet Provisioners;Helvetius Nagy;Sales Associate;722 DaVinci Blvd.;Kirkland;WA;98034;USA;(206) 555-8257;(206) 555-2174;9;Dodsworth;Anne;Sales Representative;Ms.;27-01-1966;15-11-1994;7 Houndstooth Rd.;London;;WG2 7LT;UK;(71) 555-4444;452;Anne has a BA degree in English from St. Lawrence College.  She is fluent in French and German.;5;7,75;20;0;75;Rh�nbr�u Klosterbier;12;24 - 0.5 l bottles;7,75;125;0;25;FALSO;12;Plutzer Lebensmittelgro�m�rkte AG;Martin Bein;International Marketing Mgr.;Bogenallee 51;Frankfurt;;60439;Germany;(069) 992755;;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10577;23-06-2020;04-08-2020;30-06-2020;2;25,41;Trail's Head Gourmet Provisioners;722 DaVinci Blvd.;Kirkland;WA;98034;USA;TRAIH;Trail's Head Gourmet Provisioners;Helvetius Nagy;Sales Associate;722 DaVinci Blvd.;Kirkland;WA;98034;USA;(206) 555-8257;(206) 555-2174;9;Dodsworth;Anne;Sales Representative;Ms.;27-01-1966;15-11-1994;7 Houndstooth Rd.;London;;WG2 7LT;UK;(71) 555-4444;452;Anne has a BA degree in English from St. Lawrence College.  She is fluent in French and German.;5;13;18;0;77;Original Frankfurter gr�ne So�e;12;12 boxes;13;32;0;15;FALSO;12;Plutzer Lebensmittelgro�m�rkte AG;Martin Bein;International Marketing Mgr.;Bogenallee 51;Frankfurt;;60439;Germany;(069) 992755;;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
10578;24-06-2020;22-07-2020;25-07-2020;3;29,6;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;UK;BSBEV;B's Beverages;Victoria Ashworth;Sales Representative;Fauntleroy Circus;London;;EC2 5NT;UK;(171) 555-1212;;4;Peacock;Margaret;Sales Representative;Mrs.;19-09-1937;03-05-1993;4110 Old Redmond Rd.;Redmond;WA;98052;USA;(206) 555-8122;5176;Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.;2;18;20;0;35;Steeleye Stout;16;24 - 12 oz bottles;18;20;0;15;FALSO;16;Bigfoot Breweries;Cheryl Saylor;Regional Account Rep.;3400 - 8th Avenue Suite 210;Bend;OR;97101;USA;(503) 555-9931;;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10578;24-06-2020;22-07-2020;25-07-2020;3;29,6;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;UK;BSBEV;B's Beverages;Victoria Ashworth;Sales Representative;Fauntleroy Circus;London;;EC2 5NT;UK;(171) 555-1212;;4;Peacock;Margaret;Sales Representative;Mrs.;19-09-1937;03-05-1993;4110 Old Redmond Rd.;Redmond;WA;98052;USA;(206) 555-8122;5176;Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.;2;19,5;6;0;57;Ravioli Angelo;26;24 - 250 g pkgs.;19,5;36;0;20;FALSO;26;Pasta Buttini s.r.l.;Giovanni Giudici;Order Administrator;Via dei Gelsomini, 153;Salerno;;84100;Italy;(089) 6547665;(089) 6547667;5;Grains/Cereals;Breads, crackers, pasta, and cereal
10579;25-06-2020;23-07-2020;04-07-2020;2;13,73;Let's Stop N Shop;87 Polk St. Suite 5;San Francisco;CA;94117;USA;LETSS;Let's Stop N Shop;Jaime Yorres;Owner;87 Polk St. Suite 5;San Francisco;CA;94117;USA;(415) 555-5938;;1;Davolio;Nancy;Sales Representative;Ms.;08-12-1948;01-05-1992;507 - 20th Ave. E.Apt. 2A;Seattle;WA;98122;USA;(206) 555-9857;5467;"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.";2;15,5;10;0;15;Genen Shouyu;6;24 - 250 ml bottles;15,5;39;0;5;FALSO;6;Mayumi's;Mayumi Ohno;Marketing Representative;92 Setsuko Chuo-ku;Osaka;;545;Japan;(06) 431-7877;;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
10579;25-06-2020;23-07-2020;04-07-2020;2;13,73;Let's Stop N Shop;87 Polk St. Suite 5;San Francisco;CA;94117;USA;LETSS;Let's Stop N Shop;Jaime Yorres;Owner;87 Polk St. Suite 5;San Francisco;CA;94117;USA;(415) 555-5938;;1;Davolio;Nancy;Sales Representative;Ms.;08-12-1948;01-05-1992;507 - 20th Ave. E.Apt. 2A;Seattle;WA;98122;USA;(206) 555-9857;5467;"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.";2;7,75;21;0;75;Rh�nbr�u Klosterbier;12;24 - 0.5 l bottles;7,75;125;0;25;FALSO;12;Plutzer Lebensmittelgro�m�rkte AG;Martin Bein;International Marketing Mgr.;Bogenallee 51;Frankfurt;;60439;Germany;(069) 992755;;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10580;26-06-2020;24-07-2020;01-07-2020;3;75,89;Ottilies K�seladen;Mehrheimerstr. 369;K�ln;;50739;Germany;OTTIK;Ottilies K�seladen;Henriette Pfalzheim;Owner;Mehrheimerstr. 369;K�ln;;50739;Germany;0221-0644327;0221-0765721;4;Peacock;Margaret;Sales Representative;Mrs.;19-09-1937;03-05-1993;4110 Old Redmond Rd.;Redmond;WA;98052;USA;(206) 555-8122;5176;Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.;2;23,25;15;0,05;14;Tofu;6;40 - 100 g pkgs.;23,25;35;0;0;FALSO;6;Mayumi's;Mayumi Ohno;Marketing Representative;92 Setsuko Chuo-ku;Osaka;;545;Japan;(06) 431-7877;;7;Produce;Dried fruit and bean curd
10580;26-06-2020;24-07-2020;01-07-2020;3;75,89;Ottilies K�seladen;Mehrheimerstr. 369;K�ln;;50739;Germany;OTTIK;Ottilies K�seladen;Henriette Pfalzheim;Owner;Mehrheimerstr. 369;K�ln;;50739;Germany;0221-0644327;0221-0765721;4;Peacock;Margaret;Sales Representative;Mrs.;19-09-1937;03-05-1993;4110 Old Redmond Rd.;Redmond;WA;98052;USA;(206) 555-8122;5176;Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.;2;9,65;9;0,05;41;Jack's New England Clam Chowder;19;12 - 12 oz cans;9,65;85;0;10;FALSO;19;New England Seafood Cannery;Robb Merchant;Wholesale Account Agent;Order Processing Dept. 2100 Paul Revere Blvd.;Boston;MA;2134;USA;(617) 555-3267;(617) 555-3389;8;Seafood;Seaweed and fish
10580;26-06-2020;24-07-2020;01-07-2020;3;75,89;Ottilies K�seladen;Mehrheimerstr. 369;K�ln;;50739;Germany;OTTIK;Ottilies K�seladen;Henriette Pfalzheim;Owner;Mehrheimerstr. 369;K�ln;;50739;Germany;0221-0644327;0221-0765721;4;Peacock;Margaret;Sales Representative;Mrs.;19-09-1937;03-05-1993;4110 Old Redmond Rd.;Redmond;WA;98052;USA;(206) 555-8122;5176;Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.;2;21,05;30;0,05;65;Louisiana Fiery Hot Pepper Sauce;2;32 - 8 oz bottles;21,05;76;0;0;FALSO;2;New Orleans Cajun Delights;Shelley Burke;Order Administrator;P.O. Box 78934;New Orleans;LA;70117;USA;(100) 555-4822;;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
10581;26-06-2020;24-07-2020;02-07-2020;1;3,01;Familia Arquibaldo;Rua Or�s, 92;Sao Paulo;SP;05442-030;Brazil;FAMIA;Familia Arquibaldo;Aria Cruz;Marketing Assistant;Rua Or�s, 92;Sao Paulo;SP;05442-030;Brazil;(11) 555-9857;;3;Leverling;Janet;Sales Representative;Ms.;30-08-1963;01-04-1992;722 Moss Bay Blvd.;Kirkland;WA;98033;USA;(206) 555-3412;3355;Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.;2;7,75;50;0,2;75;Rh�nbr�u Klosterbier;12;24 - 0.5 l bottles;7,75;125;0;25;FALSO;12;Plutzer Lebensmittelgro�m�rkte AG;Martin Bein;International Marketing Mgr.;Bogenallee 51;Frankfurt;;60439;Germany;(069) 992755;;1;Beverages;Soft drinks, coffees, teas, beers, and ales
